geom,scalerank,featurecla,type,name,abbrev,location,gps_code,iata_code,wikipedia,natlscale,comments,wikidataid,name_ar,name_bn,name_de,name_en,name_es,name_fr,name_el,name_hi,name_hu,name_id,name_it,name_ja,name_ko,name_nl,name_pl,name_pt,name_ru,name_sv,name_tr,name_vi,name_zh,wdid_score,ne_id
"POINT (9.6989176939974 45.6654980560695)","5",Airport,major,Orio Al Serio,BGY,terminal,LIME,BGY,http://en.wikipedia.org/wiki/Orio_al_Serio_Airport,30.000,,Q517873,مطار أوريو أل سيريو,,Flughafen Bergamo,Il Caravaggio International Airport,Aeropuerto de Bérgamo-Orio al Serio,Aéroport international de Bergame-Orio al Serio,Αεροδρόμιο του Μπέργκαμο-Όριο αλ Σέριο,,Bergamo-Orio al Serió-i repülőtér,Bandar Udara Internasional Orio al Serio,Aeroporto di Bergamo-Orio al Serio,オーリオ・アル・セーリオ空港,,Luchthaven Orio al Serio,Port lotniczy Bergamo-Orio al Serio,,Орио-аль-Серио,Bergamo-Orio al Serio flygplats,,Sân bay Orio al Serio,卡拉瓦喬二世國際機場,"4","1159123777"
"POINT (116.051087873369 5.92289445474807)","5",Airport,mid,Kota Kinabalu Int'l,BKI,terminal,WBKK,BKI,http://en.wikipedia.org/wiki/Kota_Kinabalu_International_Airport,30.000,,Q645760,مطار كوتا كينابالو الدولي,,Flughafen Kota Kinabalu,Kota Kinabalu International Airport,Aeropuerto Internacional de Kota Kinabalu,aéroport international de Kota Kinabalu,,,,Bandar Udara Internasional Kota Kinabalu,Aeroporto Internazionale di Kota Kinabalu,コタキナバル国際空港,코타키나발루 국제공항,Kota Kinabalu International Airport,Port lotniczy Kota Kinabalu,,Кота-Кинабалу,Kota Kinabalu International Airport,Kota Kinabalu Uluslararası Havalimanı,Sân bay quốc tế Kota Kinabalu,亞庇國際機場,"4","1159123793"
"POINT (77.7095579889575 13.2006108069609)","5",Airport,major,Bengaluru Int'l,BLR,terminal,VOBL,BLR,http://en.wikipedia.org/wiki/Bengaluru_International_Airport,30.000,,Q503364,مطار كيمبيغودا الدولي,কেম্পেগৌড়া আন্তৰ্জাতিক বিমানবন্দর,Bengaluru International Airport,Kempegowda International Airport,Aeropuerto Internacional Kempegowda,aéroport international Kempegowda,,बेंगलुरु अंतर्राष्ट्रीय विमानक्षेत्र,,Bandar Udara Internasional Bengaluru,aeroporto di Bangalore,ベンガルール国際空港,벵갈루루 국제공항,Bengaluru International Airport,Port lotniczy Bengaluru,Aeroporto Internacional Kempegowda,Бангалор,Bengaluru internationella flygplats,,Sân bay quốc tế Bengaluru,班加罗尔国际机场,"4","1159123807"
"POINT (149.190760539671 -35.3071855902909)","5",Airport,major,Canberra Int'l,CBR,terminal,YSCB,CBR,http://en.wikipedia.org/wiki/Canberra_International_Airport,30.000,,Q14300,,,Flughafen Canberra,Canberra International Airport,Aeropuerto Internacional de Canberra,aéroport de Canberra,,,,Bandar Udara Internasional Canberra,Aeroporto Internazionale di Canberra,キャンベラ国際空港,캔버라 국제공항,Canberra International Airport,Port lotniczy Canberra,Aeroporto de Camberra,Канберра,Canberra International Airport,,Sân bay quốc tế Canberra,坎培拉國際機場,"4","1159123827"
"POINT (-82.8840306426634 39.9981181922432)","5",Airport,major,Port Columbus Int'l,CMH,terminal,KCMH,CMH,http://en.wikipedia.org/wiki/Port_Columbus_International_Airport,30.000,,Q1432440,,,Flughafen Port Columbus International,John Glenn Columbus International Airport,Aeropuerto Internacional de Puerto Columbus,aéroport international Port Columbus,,कोलंबस हवाई अड्डा,,Bandar Udara Internasional Port Columbus,Aeroporto Internazionale di Port Columbus,ポート・コロンバス国際空港,,Port Columbus International Airport,Port lotniczy Port Columbus,,,,,Sân bay quốc tế Port Columbus,哥伦布国际机场,"4","1159123845"
"POINT (-7.5814559902572 33.3747274815396)","5",Airport,major,Mohamed V Int'l,CMN,terminal,GMMN,CMN,http://en.wikipedia.org/wiki/Mohammed_V_International_Airport,30.000,,Q955433,مطار محمد الخامس الدولي,,Flughafen Casablanca,Mohammed V International Airport,Aeropuerto Internacional Mohammed V,aéroport Mohammed V,,,,Bandar Udara Internasional Mohammed V,Aeroporto di Casablanca-Muhammad V,ムハンマド5世国際空港,무함마드 5세 국제공항,Internationale luchthaven Mohammed V,Port lotniczy Casablanca,Aeroporto Internacional Mohammed V,,Mohammed V International Airport,,Sân bay quốc tế Mohammed V,穆罕默德五世国际机场,"4","1159123861"
"POINT (6.76494446612174 51.2781820420774)","5",Airport,major,Düsseldorf Int'l,DUS,terminal,EDDL,DUS,http://en.wikipedia.org/wiki/D%C3%BCsseldorf_International_Airport,30.000,,Q58226,مطار دوسلدورف الدولي,,Düsseldorf Airport,Düsseldorf International Airport,Aeropuerto Internacional de Düsseldorf,aéroport international de Düsseldorf,,,Düsseldorfi repülőtér,Bandar Udara Internasional Düsseldorf,Aeroporto di Düsseldorf,デュッセルドルフ国際空港,뒤셀도르프 국제공항,Luchthaven Düsseldorf International,Port lotniczy Düsseldorf,Aeroporto Internacional de Düsseldorf,Дюссельдорф,Düsseldorfs flygplats,Düsseldorf Uluslararası Havalimanı,Sân bay quốc tế Düsseldorf,杜塞尔多夫国际机场,"4","1159123877"
"POINT (32.9930100772014 40.1151278273234)","5",Airport,major,Esenboğa Int'l,ESB,terminal,LTAC,ESB,http://en.wikipedia.org/wiki/Esenbo%C4%9Fa_International_Airport,30.000,,Q430490,مطار ايسنبوغا الدولي,,Flughafen Ankara-Esenboğa,Esenboğa International Airport,Aeropuerto Internacional Esenboğa,aéroport international Esenboğa,Διεθνές Αεροδρόμιο Εσένμπογκα,,Esenboğa nemzetközi repülőtér,Bandar Udara Internasional Esenboğa,Aeroporto di Esenboğa,エセンボーア国際空港,에센보아 국제공항,Luchthaven Ankara Esenboga,Port lotniczy Ankara,Aeroporto Internacional de Ancara Esenboğa,Международный аэропорт Эсенбога,,Esenboğa Uluslararası Havalimanı,Sân bay quốc tế Esenboğa,埃森博阿国际机场,"4","1159123885"
"POINT (175.336221432708 -37.8658411484827)","5",Airport,mid,Hamilton Int'l,HLZ,terminal,NZHN,HLZ,http://en.wikipedia.org/wiki/Hamilton_International_Airport,30.000,,Q1368739,,,Flughafen Hamilton,Hamilton International Airport,,Aérodrome de Hamilton,,,,,,ハミルトン国際空港,해밀턴 국제공항,,Port lotniczy Hamilton,,Гамильтон,,,Sân bay quốc tế Hamilton,哈密尔顿国际机场,"4","1159123897"
"POINT (78.42953613452 17.2359831507471)","5",Airport,major,Rajiv Gandhi Int'l,HYD,terminal,VOHS,HYD,http://en.wikipedia.org/wiki/Rajiv_Gandhi_International_Airport,30.000,,Q278667,مطار راجيف غاندي الدولي,রাজীব গান্ধী আন্তর্জাতিক বিমানবন্দর,Flughafen Hyderabad,Rajiv Gandhi International Airport,Aeropuerto Internacional de Hyderabad,aéroport international de Hyderabad,,राजीव गाँधी अंतर्राष्ट्रीय हवाई अड्डा,,Bandar Udara Internasional Rajiv Gandhi,Aeroporto Internazionale Rajiv Gandhi,ラジーヴ・ガンディー国際空港,라지브 간디 국제공항,Hyderabad Rajiv Gandhi International Airport,Port lotniczy Hajdarabad,Aeroporto Internacional Rajiv Gandhi,Международный аэропорт имени Раджива Ганди,Rajiv Gandhi Airport,,Sân bay quốc tế Rajiv Gandhi,拉吉夫·甘地国际机场,"4","1159123911"
"POINT (-73.7863268609295 40.6459595584081)","5",Airport,major,John F Kennedy Int'l,JFK,parking,KJFK,JFK,http://en.wikipedia.org/wiki/John_F._Kennedy_International_Airport,30.000,,Q8685,مطار جون إف كينيدي الدولي,জন এফ. কেনেডি আন্তর্জাতিক বিমানবন্দর,John F. Kennedy International Airport,John F. Kennedy International Airport,Aeropuerto Internacional John F. Kennedy,aéroport international John-F.-Kennedy de New York,Διεθνές Αεροδρόμιο Τζον Κένεντι,,John Fitzgerald Kennedy nemzetközi repülőtér,Bandar Udara Internasional John F. Kennedy,Aeroporto Internazionale John F. Kennedy,ジョン・F・ケネディ国際空港,존 F. 케네디 국제공항,John F. Kennedy International Airport,Port lotniczy Nowy Jork-JFK,Aeroporto Internacional John F. Kennedy,Международный аэропорт имени Джона Кеннеди,John F. Kennedy International Airport,John F. Kennedy Uluslararası Havaalanı,Sân bay quốc tế John F. Kennedy,約翰·菲茨傑拉德·甘迺迪國際機場,"4","1159123927"
"POINT (30.8951621615528 50.340902338877)","5",Airport,major,Boryspil Int'l,KBP,terminal,UKBB,KBP,http://en.wikipedia.org/wiki/Boryspil_International_Airport,30.000,,Q477677,مطار بوريسبيل الدولي,,Flughafen Kiew-Boryspil,Boryspil International Airport,Aeropuerto Internacional de Boryspil,aéroport de Kiev Boryspil,,कीव-बोरिस्पिल,Boriszpili nemzetközi repülőtér,Bandar Udara Internasional Boryspil,Aeroporto di Kiev-Boryspil',ボルィースピリ国際空港,보리스필 국제공항,Luchthaven Kiev Boryspil,Port lotniczy Kijów-Boryspol,Aeroporto Internacional de Kiev-Boryspil,Борисполь,Boryspils internationella flygplats,,Sân bay quốc tế Boryspil,鲍里斯波尔国际机场,"4","1159123937"
"POINT (32.550153296633 15.5922226530858)","5",Airport,major,Khartoum,KRT,terminal,HSSS,KRT,http://en.wikipedia.org/wiki/Khartoum_International_Airport,30.000,,Q1050244,مطار الخرطوم الدولي,,Flughafen Khartum,Khartoum International Airport,Aeropuerto Internacional de Jartum,aéroport international de Khartoum,,,,Bandar Udara Internasional Khartoum,Aeroporto Internazionale di Khartum,ハルツーム国際空港,하르툼 국제공항,Luchthaven van Khartoem,Port lotniczy Chartum,Aeroporto Internacional de Cartum,,,,Sân bay quốc tế Khartoum,喀土穆国际机场,"4","1159123949"
"POINT (-89.3457847894487 43.1363082385868)","5",Airport,major,Dane Cty. Reg. (Truax Field),MSN,terminal,KMSN,MSN,http://en.wikipedia.org/wiki/Dane_County_Regional_Airport,30.000,,Q1708612,,,Flughafen Madison-Dane County,Dane County Regional Airport,,,,,,,,デーン・カウンティ地方空港,,,,Aeroporto Regional do Condado de Dane,,,,,,"4","1159123961"
"POINT (28.0341933346378 53.8893792398005)","5",Airport,major,Minsk Int'l,MSQ,terminal,UMMS,MSQ,http://en.wikipedia.org/wiki/Minsk_International_Airport,30.000,,Q777855,مطار مينسك الدولي,,Nationaler Flughafen Minsk,Minsk National Airport,Aeropuerto Internacional de Minsk,aéroport international de Minsk,,,Minszki nemzeti repülőtér,Bandar Udara Internasional Minsk,Aeroporto di Minsk,ミンスク第2空港,민스크 국제공항,Nationale Luchthaven Minsk,Port lotniczy Mińsk,Aeroporto Nacional de Minsk,Минск,Natsyjanalny aeraport Minsk,,Sân bay quốc tế Minsk,明斯克国际机场,"4","1159123971"
"POINT (13.1055309888638 38.1863351084895)","5",Airport,major,Palermo,PMO,terminal,LICJ,PMO,http://en.wikipedia.org/wiki/Palermo_International_Airport,30.000,,Q630645,مطار باليرمو الدولي,,Flughafen Palermo-Punta Raisi,Falcone–Borsellino Airport,Aeropuerto de Palermo-Punta Raisi,aéroport de Palerme,,,Falcone-Borsellino nemzetközi repülőtér,Bandar Udara Palermo,Aeroporto di Palermo-Punta Raisi,パレルモ,,Luchthaven Palermo,Port lotniczy Palermo,,,,,,帕勒莫,"4","1159123985"
"POINT (-71.4357841445789 41.7260019847189)","5",Airport,mid,T.F. Green,PVD,terminal,KPVD,PVD,http://en.wikipedia.org/wiki/T._F._Green_Airport,30.000,,Q787782,,,T. F. Green Airport,T. F. Green Airport,Aeropuerto T. F. Green,aéroport de Providence,,,,,T. F. Green Airport,T・F・グリーン空港,,T. F. Green Airport,Port lotniczy T. F. Green,,,,,,普羅維登斯塔虎托機場,"4","1159123997"
"POINT (-81.7551231409306 26.5279288067651)","5",Airport,major,Southwest Florida Int'l,RSW,terminal,KRSW,RSW,http://en.wikipedia.org/wiki/Southwest_Florida_International_Airport,30.000,,Q1500002,,,Southwest Florida International Airport,Southwest Florida International Airport,Aeropuerto Internacional Southwest Florida,aéroport international du sud-ouest de la Floride,,,,,Aeroporto Internazionale di Southwest Florida,Southwest Florida国際空港,,Southwest Florida International Airport,Port lotniczy Southwest Florida,Aeroporto Internacional do Sudoeste da Flórida,,,,Sân bay quốc tế Southwest Florida,麥爾茲堡,"4","1159124011"
"POINT (123.487974430338 41.6347891339582)","5",Airport,major,Shenyang Taoxian Int'l,SHE,terminal,ZYTX,SHE,http://en.wikipedia.org/wiki/Shenyang_Taoxian_International_Airport,30.000,,Q1144167,مطار شنيانغ الدولي,,Shenyang Taoxian International Airport,Shenyang Taoxian International Airport,Aeropuerto Internacional Taoxian,aéroport international de Shenyang Taoxian,,,,Bandar Udara Internasional Taoxian Shenyang,,瀋陽桃仙国際空港,선양 타오셴 국제공항,Shenyang Taoxian International Airport,Port lotniczy Shenyang-Taoxian,Aeroporto Internacional de Shenyang Taoxian,Шэньян,Shenyang Taoxian International Airport,Shenyang Taoxian Uluslararası Havalimanı,Sân bay quốc tế Đào Tiên Thẩm Dương,沈阳桃仙国际机场,"4","1159124023"
"POINT (55.5205071948853 25.3211964019068)","5",Airport,major,Sharjah Int'l,SHJ,terminal,OMSJ,SHJ,http://en.wikipedia.org/wiki/Sharjah_International_Airport,30.000,,Q635826,مطار الشارقة الدولي,শারজাহ আন্তর্জাতিক বিমানবন্দর,Flughafen Schardscha,Sharjah International Airport,Aeropuerto Internacional de Sharjah,aéroport international de Charjah,,शारजाह विमानक्षेत्र,,Bandar Udara Internasional Sharjah,,シャールジャ国際空港,샤르자 국제공항,Sharjah International Airport,Port lotniczy Szardża,Aeroporto Internacional de Sharjah,Шарджа,Sharjah International Airport,,Sân bay quốc tế Sharjah,沙迦國際機場,"4","1159124037"
"POINT (-121.929428983532 37.3694905908965)","5",Airport,major,San Jose Int'l,SJC,terminal,KSJC,SJC,http://en.wikipedia.org/wiki/San_Jose_International_Airport,30.000,,Q1257392,مطار سان خوسيه الدولي,স্যান হোসে আন্তর্জাতিক বিমানবন্দর,Flughafen San José,San Jose International Airport,Aeropuerto Internacional de San José,aéroport international de San José,,,,Bandar Udara Internasional San Jose,Aeroporto Internazionale di San Jose,ノーマン・Y・ミネタ・サンノゼ国際空港,산호세 국제공항,San Jose International Airport,Port lotniczy w San Jose,,,San Jose International Airport,,Sân bay quốc tế San Jose,諾曼·峰田聖荷西國際機場,"4","1159124047"
"POINT (-117.861489220393 33.6794857329549)","5",Airport,major,John Wayne,SNA,terminal,KSNA,SNA,http://en.wikipedia.org/wiki/John_Wayne_Airport,30.000,,Q1692316,,,John Wayne Airport,John Wayne Airport,Aeropuerto John Wayne,aéroport John-Wayne,,,,Bandar Udara John Wayne,Aeroporto John Wayne,ジョン・ウェイン空港,,John Wayne Airport,Port lotniczy John Wayne,,,John Wayne Airport,,Sân bay John Wayne,橙縣,"4","1159124063"
"POINT (9.19395108945536 48.6901051358913)","5",Airport,major,Stuttgart,STR,terminal,EDDS,STR,http://en.wikipedia.org/wiki/Stuttgart_Airport,30.000,,Q158732,مطار شتوتقارت الدولي,,Flughafen Stuttgart,Stuttgart Airport,Aeropuerto de Stuttgart,aéroport de Stuttgart,Διεθνές Αεροδρόμιο Εχτερντίνγκεν,,Stuttgarti repülőtér,Bandar Udara Stuttgart,Aeroporto di Stoccarda,シュトゥットガルト空港,,Flughafen Stuttgart,Port lotniczy Stuttgart,Aeroporto de Stuttgart,Штутгарт,Stuttgarts flygplats,,Sân bay Stuttgart,斯图加特机场,"4","1159124071"
"POINT (-84.1386091971594 9.95827851919623)","5",Airport,mid,Nacional Tobías Bolaños,SYQ,terminal,MRPV,SYQ,http://en.wikipedia.org/wiki/Tob%C3%ADas_Bola%C3%B1os_International_Airport,30.000,???,Q3500191,,,,Tobías Bolaños International Airport,Aeropuerto Internacional Tobías Bolaños,aéroport Tobías Bolaños de San José,,,,Bandar Udara Internasional Tobías Bolaños,,トビアス・ブラニョス国際空港,,,Port lotniczy Tobias Bolanos,,,Aeropuerto Internacional Tobías Bolaños,,Sân bay quốc tế Tobías Bolaños,,"2","1159124093"
"POINT (113.815852751085 22.6465077147868)","5",Airport,major,Shenzhen Bao'an Int'l,SZX,terminal,ZGSZ,SZX,http://en.wikipedia.org/wiki/Shenzhen_airport,30.000,,Q842297,مطار شينزين باوان الدولي,,Flughafen Shenzhen,Shenzhen Bao'an International Airport,Aeropuerto internacional Shenzhen,aéroport international de Shenzhen Bao'an,,,,Bandar Udara Internasional Bao'an Shenzhen,Aeroporto Internazionale di Shenzhen-Bao'an,深セン宝安国際空港,선전 바오안 국제공항,Internationale luchthaven Shenzhen Bao'an,Port lotniczy Shenzhen,Aeroporto Internacional de Shenzhen Bao'an,Шэньчжэнь Баоань,Shenzhen Bao'an International Airport,,Sân bay quốc tế Bảo An Thâm Quyến,深圳宝安国际机场,"4","1159124107"
"POINT (-85.7417027597367 38.1860207152699)","5",Airport,major,Louisville Int'l,SDF,terminal,KSDF,SDF,http://en.wikipedia.org/wiki/Louisville_International_Airport,30.000,,Q1199087,,লুভল আন্তর্জাতিক বিমানবন্দর,Flughafen Louisville,Louisville International Airport,Aeropuerto Internacional de Louisville,aéroport international de Louisville,,,,,Aeroporto Internazionale di Louisville,ルイビル国際空港,루이빌 국제공항,Louisville International Airport,Port lotniczy Louisville,Aeroporto Internacional de Louisville,Международный аэропорт Луисвилла,,,Sân bay quốc tế Louisville,路易维尔国际机场,"4","1159124125"
"POINT (6.10794577423603 46.231009510158)","5",Airport,major,Geneva,GVA,terminal,LSGG,GVA,http://en.wikipedia.org/wiki/Geneva_Cointrin_International_Airport,30.000,,Q289972,مطار جنيف الدولي,,Flughafen Genf,Geneva International Airport,Aeropuerto Internacional de Ginebra,aéroport international de Genève,,,,Bandar Udara Internasional Cointrin Jenewa,Aeroporto Internazionale di Ginevra,ジュネーヴ・コアントラン国際空港,제네바 국제공항,Luchthaven Genève,Port lotniczy Genewa-Cointrin,Aeroporto Internacional de Genebra,Женевский международный аэропорт,Aéroport international de Genève,Cenevre Havalimanı,Sân bay quốc tế Geneva Cointrin,日内瓦国际机场,"4","1159124135"
